snp-dists 0.6.3,2009_36,BA2175,BA5274,BA8206,BA8217,BA8315,BA8325,BA8327,BA8618,BA8663,BA9049,BA9272,BA9321,BA9326,BA9328,BA9381,BA9437,BA9712,BA9739,BA9751,BA9752,CA0053,CA0067,CA0076,CA0077,CA0100,CA0101,CA0102,CA0103,CA0115,CA0117,CA0122,CA0125,CA0135,CA0139,CA0141,CA0833,CA0873,CA0878,CA0883,CA0885,CA0909,CA0910,CA0912,CA0925,CA0926,CA0927,CA1310,CA4383,CA4403,CA4405,CA4465,DA2215,DA2290,DA3592,DA3741,DA3769,DA4589,DA4592,DA4594,DA4618,DA4619,DA4621,DA4624,DA4626,DA4632,DA4642,DA4643,DA4649,DA4650,DA4655,DA4809,DA5291,DA9429,EA0976,EA2246,EA2892,EA3951,EA4711,EA4737,F2_14D,FA9052,FA9055,FA9057,FA9058,FA9061,FA9063,FA9064,FA9065,FA9067,FA9074,FA9085,FA9092,FA9097,FA9098,FA9107,FA9110,FA9114,FA9118,FA9120,FA9124,FA9125,FA9126,FA9130,FA9131,FA9134,FA9136,FA9137,FA9143,FA9148,FA9149,FA9152,FA9160,FA9950,FA9952,GA3026,GA6612,GA6622,GA6630,GA6631,GA6643,GA6645,GA6646,GA6791,GA8084,HA0015,HA0017,HA0071,HA3119,HA7251,HA7630,HA7663,HA9360,HA9399,HA9450,HA9520,HA9631,IA0869,IA0983,IA1829,IA2820,IA3637,IA3885,IA4037,IA4046,IA4053,IA4072,IA4090,IA4093,IA4095,IA4127,IA4128,IA4131,IA4141,IA4156,IA4159,IA4417,IA6627,IA6645,IA7281,IA8900,IA9379,JA3253,JA4514,JA5749,JA7896,JA8189,JA8190,JA8241,JA8252,JA8266,JA8320,JA8385,JA8469,KA1772,KA1794,KA1850,KA1851,KA1855,KA3718,KA3808,KA3838,KA3859,KA3870,KA3909,KA3977,KA3983,KA4015,KA4076,KA4140,KA4205,KA4213,KA4242,KA4253,KA4309,KA4331,KA4334,KA4355,KA4595,KA4627,KA4871,KA5027,KA5737,KA5738,KA9540,LA0853,LA0995,LA1141,LA1145,LA1148,LA3619,LA3621,LA3622,LA3663,LA3664,LA3674,LA5125,LA5503,LA5585,LA7429,LA8319,LA8327,LA8340,LA8344,LA8346,LA8355,LA8360,LA8364,LA8371,LA8375,LA8377,LA8390,LA8392,LA8404,LA8411,LA8416,LA8424,LA8426,LA8428,LA8430,LA8434,LA8440,LA8441,LA8442,LA8445,LA8446,LA8448,LA8456,LA8457,LA8472,LA8475,LA8478,LA8483,LA8484,LA8485,LA8488,LA8498,LA8500,LA8507,LA8511,LA8515,LA8519,MA0016,MA0187,MA0279,MA0428,MA0476,MA0512,MA0520,MA1021,MA1055,MA1299,MA1951,MA3056,MA3100,MA3107,MA3136,MA3161,MA3646,MA5127,MA5807,MA5825,Reference
JA5749,39,27,27,26,34,38,28,23,29,62,52,31,24,23,29,33,32,50,43,14,41,14,32,44,35,45,39,43,52,66,66,43,65,18,40,34,50,52,20,41,36,28,38,31,26,25,39,35,57,41,48,48,36,33,25,25,19,51,28,46,35,32,35,32,32,50,27,56,30,32,23,31,28,47,21,18,55,36,33,34,39,29,14,26,13,16,14,19,36,10,37,62,34,18,12,49,52,9,72,63,63,32,44,49,18,14,23,19,15,30,26,23,37,45,39,30,45,27,19,23,39,38,38,48,53,41,40,23,41,52,43,40,34,32,33,40,47,28,45,34,18,33,47,31,25,34,50,21,29,23,37,34,22,36,47,35,33,48,35,34,33,43,45,43,0,43,44,44,53,43,50,46,40,42,33,32,32,31,32,27,50,56,49,26,41,53,55,42,23,43,56,31,56,57,32,27,61,52,28,26,36,34,45,41,21,47,40,36,30,30,31,28,31,24,26,40,55,41,45,34,62,32,22,26,61,31,31,21,21,31,34,27,19,22,26,35,65,21,41,14,34,22,23,24,38,32,36,61,33,43,27,31,28,31,22,32,57,45,38,22,23,23,26,55,33,35,32,30,41,25,48,72,62,32,56,36,27,23,27,34,46,30,38
JA7896,52,40,44,51,59,63,53,48,42,75,67,48,37,36,46,50,45,63,56,39,54,39,49,61,52,62,56,60,69,81,81,60,80,43,57,51,67,65,37,54,53,45,53,48,43,42,56,48,72,54,65,65,53,50,50,50,44,68,45,59,52,49,48,49,49,63,40,71,47,49,36,48,41,60,46,43,72,61,46,51,52,54,39,43,38,41,39,44,49,35,50,77,47,43,37,66,69,34,85,78,78,45,61,66,43,39,48,44,40,43,39,36,50,62,56,55,62,52,44,48,54,53,55,61,70,66,65,48,66,65,68,65,51,49,58,57,64,53,26,47,43,46,60,56,50,47,65,46,54,48,62,59,47,61,72,60,52,65,52,51,50,56,58,56,43,0,59,59,68,58,67,61,65,67,50,49,49,48,49,52,69,75,68,51,54,72,74,57,48,56,81,44,75,76,45,52,78,71,45,43,49,47,58,66,46,60,53,49,43,43,48,45,48,41,43,57,72,56,58,51,75,57,47,51,74,56,44,46,46,44,59,40,32,47,39,52,80,46,22,39,59,47,48,49,55,13,53,78,50,24,52,44,45,44,47,45,70,58,55,41,42,42,39,72,46,48,57,43,54,38,61,85,77,45,73,49,46,48,52,59,61,43,53
JA8189,55,43,45,52,60,64,54,49,45,78,68,49,40,39,47,51,48,66,59,40,57,38,50,62,53,63,57,61,70,80,80,61,79,42,58,52,68,68,38,57,54,46,26,49,44,43,57,51,71,55,66,64,54,51,51,51,43,69,46,60,53,50,51,50,50,66,43,72,48,50,39,49,42,63,47,44,73,60,49,52,55,53,40,44,39,40,40,43,52,36,53,76,48,42,38,67,70,35,88,79,77,48,62,67,44,40,47,43,41,46,42,39,53,63,57,56,63,51,45,47,27,26,56,64,71,65,64,47,65,68,69,66,52,50,59,58,63,54,61,50,44,49,63,55,49,48,66,45,53,47,61,58,46,60,71,59,53,66,53,52,51,59,61,59,44,59,0,0,27,17,68,20,64,66,51,50,50,49,50,53,70,76,69,52,57,73,75,58,49,59,82,47,76,77,48,53,79,72,46,44,52,50,61,65,47,63,56,52,46,46,49,46,49,42,44,58,73,57,61,52,78,58,48,52,77,57,47,47,47,47,60,43,35,48,42,53,53,47,57,40,60,48,49,50,56,48,54,79,51,59,53,47,46,47,48,48,73,61,56,42,41,41,42,73,49,51,58,46,57,41,64,88,78,48,74,52,47,47,53,60,62,46,26
JA8190,55,43,45,52,60,64,54,49,45,78,68,49,40,39,47,51,48,66,59,40,57,38,50,62,53,63,57,61,70,80,80,61,79,42,58,52,68,68,38,57,54,46,26,49,44,43,57,51,71,55,66,64,54,51,51,51,43,69,46,60,53,50,51,50,50,66,43,72,48,50,39,49,42,63,47,44,73,60,49,52,55,53,40,44,39,40,40,43,52,36,53,76,48,42,38,67,70,35,88,79,77,48,62,67,44,40,47,43,41,46,42,39,53,63,57,56,63,51,45,47,27,26,56,64,71,65,64,47,65,68,69,66,52,50,59,58,63,54,61,50,44,49,63,55,49,48,66,45,53,47,61,58,46,60,71,59,53,66,53,52,51,59,61,59,44,59,0,0,27,17,68,20,64,66,51,50,50,49,50,53,70,76,69,52,57,73,75,58,49,59,82,47,76,77,48,53,79,72,46,44,52,50,61,65,47,63,56,52,46,46,49,46,49,42,44,58,73,57,61,52,78,58,48,52,77,57,47,47,47,47,60,43,35,48,42,53,53,47,57,40,60,48,49,50,56,48,54,79,51,59,53,47,46,47,48,48,73,61,56,42,41,41,42,73,49,51,58,46,57,41,64,88,78,48,74,52,47,47,53,60,62,46,26
JA8241,64,52,54,61,69,73,63,58,54,87,77,58,49,48,56,60,57,75,68,49,66,47,59,71,62,72,66,70,79,89,89,70,88,51,67,61,77,77,47,66,63,55,35,58,53,52,66,60,80,64,75,73,63,60,60,60,52,78,55,69,62,59,60,59,59,75,52,81,57,59,48,58,51,72,56,53,82,69,58,61,64,62,49,53,48,49,49,52,61,45,62,85,57,51,47,76,79,44,97,88,86,57,71,76,53,49,56,52,50,55,51,48,62,72,66,65,72,60,54,56,36,35,65,73,80,74,73,56,74,77,78,75,61,59,68,67,72,63,70,59,53,58,72,64,58,57,75,54,62,56,70,67,55,69,80,68,62,75,62,61,60,68,70,68,53,68,27,27,0,26,77,29,73,75,60,59,59,58,59,62,79,85,78,61,66,82,84,67,58,68,91,56,85,86,57,62,88,81,55,53,61,59,70,74,56,72,65,61,55,55,58,55,58,51,53,67,82,66,70,61,87,67,57,61,86,66,56,56,56,56,69,52,44,57,51,62,62,56,66,49,69,57,58,59,65,57,63,88,60,68,62,56,55,56,57,57,82,70,65,51,50,50,51,82,58,60,67,55,66,50,73,97,87,57,83,61,56,56,62,69,71,55,35
JA8252,54,42,44,51,59,63,53,48,44,77,67,48,39,38,46,50,47,65,58,39,56,37,49,61,52,62,56,60,69,79,79,60,78,41,57,51,67,67,37,56,53,45,25,48,43,42,56,50,70,54,65,63,53,50,50,50,42,68,45,59,52,49,50,49,49,65,42,71,47,49,38,48,41,62,46,43,72,59,48,51,54,52,39,43,38,39,39,42,51,35,52,75,47,41,37,66,69,34,87,78,76,47,61,66,43,39,46,42,40,45,41,38,52,62,56,55,62,50,44,46,26,25,55,63,70,64,63,46,64,67,68,65,51,49,58,57,62,53,60,49,43,48,62,54,48,47,65,44,52,46,60,57,45,59,70,58,52,65,52,51,50,58,60,58,43,58,17,17,26,0,67,19,63,65,50,49,49,48,49,52,69,75,68,51,56,72,74,57,48,58,81,46,75,76,47,52,78,71,45,43,51,49,60,64,46,62,55,51,45,45,48,45,48,41,43,57,72,56,60,51,77,57,47,51,76,56,46,46,46,46,59,42,34,47,41,52,52,46,56,39,59,47,48,49,55,47,53,78,50,58,52,46,45,46,47,47,72,60,55,41,40,40,41,72,48,50,57,45,56,40,63,87,77,47,73,51,46,46,52,59,61,45,25
JA8266,63,51,45,58,66,70,60,55,53,86,76,49,48,47,47,51,56,74,67,46,65,46,50,62,53,63,57,61,70,90,90,61,89,50,58,52,68,76,38,65,54,46,62,49,50,43,63,59,81,65,66,72,54,51,57,57,51,69,46,70,53,50,59,50,50,74,51,80,48,50,47,47,52,71,53,50,79,68,57,52,63,61,46,44,45,48,46,51,60,42,61,86,58,50,44,73,76,41,96,87,87,56,62,73,50,46,55,51,47,54,48,47,61,69,63,62,63,59,51,55,63,62,56,72,77,73,72,55,73,76,75,72,44,50,65,58,71,60,69,58,50,57,71,63,57,58,74,53,61,55,69,66,54,68,79,67,59,72,59,58,51,67,69,67,50,67,68,68,77,67,0,70,72,74,51,50,50,49,50,59,76,82,75,58,65,79,81,66,55,67,88,55,82,83,56,59,85,78,52,50,60,58,69,73,53,71,64,60,54,54,55,46,49,42,44,58,79,65,69,58,86,64,54,58,85,63,55,53,53,55,66,51,43,54,50,53,89,53,65,46,66,54,55,56,56,56,54,85,51,67,59,55,46,55,54,56,81,69,56,48,49,49,50,79,57,59,64,54,65,49,72,96,86,56,80,60,53,55,59,66,70,54,62
JA8320,57,45,47,54,62,66,56,51,47,80,70,51,42,41,49,53,50,68,61,42,59,40,52,64,55,65,59,63,72,82,82,63,81,44,60,54,70,70,40,59,56,48,28,51,46,45,59,53,73,57,68,66,56,53,53,53,45,71,48,62,55,52,53,52,52,68,45,74,50,52,41,51,44,65,49,46,75,62,51,54,57,55,42,46,41,42,42,45,54,38,55,78,50,44,40,69,72,37,90,81,79,50,64,69,46,42,49,45,43,48,44,41,55,65,59,58,65,53,47,49,29,28,58,66,73,67,66,49,67,70,71,68,54,52,61,60,65,56,63,52,46,51,65,57,51,50,68,47,55,49,63,60,48,62,73,61,55,68,55,54,53,59,63,59,46,61,20,20,29,19,70,0,66,68,53,52,52,51,52,55,72,78,71,54,59,75,77,60,51,61,84,49,78,79,50,55,81,74,48,46,54,52,63,67,49,65,58,54,48,48,51,48,51,44,46,60,75,59,63,54,80,60,50,54,79,59,49,49,49,49,62,45,37,50,44,55,55,49,59,42,62,50,51,52,58,50,56,81,53,61,55,49,48,49,50,50,75,63,58,44,43,43,44,75,49,53,60,46,59,43,66,90,80,50,76,54,49,49,55,62,64,48,28
JA8385,61,49,49,48,20,24,46,41,51,84,74,53,46,45,51,55,54,72,65,36,63,34,54,66,57,67,61,65,74,86,86,65,85,38,62,56,72,74,42,63,58,50,60,53,48,47,61,57,77,61,70,68,58,55,47,47,39,73,50,66,57,54,57,54,54,72,49,78,52,54,45,53,48,69,43,36,77,20,55,56,61,45,36,48,35,36,36,39,58,32,59,82,54,38,34,71,74,31,94,85,83,54,66,71,40,36,43,39,37,52,48,45,59,67,61,48,67,37,40,43,61,60,60,70,75,19,18,43,25,74,29,26,56,54,51,62,67,46,67,56,40,55,69,15,45,54,72,41,49,43,21,18,42,20,31,19,55,70,57,56,55,65,67,65,40,65,64,64,73,63,72,66,0,26,55,54,54,53,54,45,72,78,71,44,63,75,77,64,41,65,78,53,78,79,54,49,83,74,50,48,58,56,67,25,39,69,62,58,52,52,53,50,53,46,48,62,77,63,67,56,84,18,44,44,83,53,53,39,43,53,20,49,41,44,48,57,87,43,63,32,20,44,41,46,60,54,58,83,55,65,49,53,50,53,44,54,79,67,60,44,43,43,48,77,55,57,18,52,63,47,70,94,84,54,78,58,49,43,45,56,68,52,60
JA8469,63,51,51,50,22,14,48,43,53,86,76,55,48,47,53,57,56,74,67,38,65,36,56,68,59,69,63,67,76,88,88,67,87,40,64,58,74,76,44,65,60,52,62,55,50,49,63,59,79,63,72,70,60,57,49,49,41,75,52,68,59,56,59,56,56,74,51,80,54,56,47,55,50,71,45,38,79,22,57,58,63,47,38,50,37,38,38,41,60,34,61,84,56,40,36,73,76,33,96,87,85,56,68,73,42,38,45,41,39,54,50,47,61,69,63,50,69,39,42,45,63,62,62,72,77,27,26,45,27,76,11,8,58,56,53,64,69,48,69,58,42,57,71,17,47,56,74,43,51,45,23,20,44,22,13,21,57,72,59,58,57,67,69,67,42,67,66,66,75,65,74,68,26,0,57,56,56,55,56,47,74,80,73,46,65,77,79,66,43,67,80,55,80,81,56,51,85,76,52,50,60,58,69,27,41,71,64,60,54,54,55,52,55,48,50,64,79,65,69,58,86,20,46,46,85,55,55,41,45,55,22,51,43,46,50,59,89,45,65,34,22,46,43,48,62,56,60,85,57,67,51,55,52,55,46,56,81,69,62,46,45,45,50,79,57,59,20,54,65,49,72,96,86,56,80,60,51,45,47,58,70,54,62
KA1772,46,34,26,41,49,53,43,38,36,69,59,30,31,30,30,34,39,57,50,29,48,29,31,45,36,46,40,44,51,73,73,44,72,33,39,33,51,59,19,48,37,27,45,30,33,24,46,42,64,48,49,55,37,32,40,40,34,52,29,53,34,31,42,33,31,57,34,63,29,31,30,32,35,54,36,33,62,51,40,33,46,44,29,25,28,31,29,34,43,25,44,69,41,33,27,56,59,24,79,70,70,39,45,56,33,29,38,34,30,35,33,30,44,52,46,45,46,42,34,38,46,45,37,55,60,56,55,38,56,59,58,55,35,31,48,41,54,43,52,41,33,40,54,46,40,41,57,36,44,38,52,49,37,51,62,50,42,55,42,41,32,50,52,50,33,50,51,51,60,50,51,53,55,57,0,31,31,30,31,42,59,65,58,41,48,62,64,49,38,50,71,38,65,66,39,42,68,61,35,33,43,41,52,56,36,54,47,43,37,37,38,27,30,23,25,39,62,48,52,41,69,47,37,41,68,46,38,36,36,38,49,34,26,37,33,34,72,36,48,29,49,37,38,39,37,39,25,68,32,50,42,38,27,38,37,39,64,52,37,31,32,32,33,62,40,42,47,37,48,32,55,79,69,39,63,43,36,38,42,49,53,37,45
KA1794,45,33,25,40,48,52,42,37,35,68,58,29,30,29,29,33,38,56,49,28,47,28,30,44,35,45,39,43,50,72,72,43,71,32,38,32,50,58,18,47,36,26,44,29,32,23,45,41,63,47,48,54,36,31,39,39,33,51,28,52,33,30,41,32,30,56,33,62,28,30,29,31,34,53,35,32,61,50,39,32,45,43,28,24,27,30,28,33,42,24,43,68,40,32,26,55,58,23,78,69,69,38,44,55,32,28,37,33,29,36,32,29,43,51,45,44,45,41,33,37,45,44,36,54,59,55,54,37,55,58,57,54,34,30,47,40,53,42,51,40,32,39,53,45,39,40,56,35,43,37,51,48,36,50,61,49,41,54,41,40,31,49,51,49,32,49,50,50,59,49,50,52,54,56,31,0,30,29,30,41,58,64,57,40,47,61,63,48,37,49,70,37,64,65,38,41,67,60,34,32,42,40,51,55,35,53,46,42,36,36,37,26,29,22,24,38,61,47,51,40,68,46,36,40,67,45,37,35,35,37,48,33,25,36,32,33,71,35,47,28,48,36,37,38,36,38,34,67,31,49,41,37,26,37,36,38,63,51,36,30,31,31,32,61,39,41,46,36,47,31,54,78,68,38,62,42,35,37,41,48,52,36,44
KA1850,45,33,25,40,48,52,42,37,35,68,58,29,30,29,29,33,38,56,49,28,47,28,30,44,35,45,39,43,50,72,72,43,71,32,38,32,50,58,18,47,36,26,44,29,32,23,45,41,63,47,48,54,36,29,39,39,33,51,28,52,33,28,41,32,28,56,33,62,28,28,29,31,34,53,35,32,61,50,39,32,45,43,28,24,27,30,28,33,42,24,43,68,40,32,26,55,58,23,78,69,69,38,44,55,32,28,37,33,29,36,32,29,43,51,45,44,45,41,33,37,45,44,36,54,59,55,54,37,55,58,57,54,34,30,47,40,53,42,51,40,32,39,53,45,39,40,56,35,43,37,51,48,36,50,61,49,41,54,41,40,31,49,51,49,32,49,50,50,59,49,50,52,54,56,31,30,0,29,8,41,58,64,57,40,47,61,63,48,37,49,70,37,64,65,38,41,67,60,34,32,42,40,51,55,35,53,46,42,36,36,37,26,29,22,24,38,61,47,51,40,68,46,36,40,67,45,37,35,35,37,48,33,25,36,32,33,71,35,47,28,48,36,37,38,36,38,34,67,31,49,41,37,26,37,36,38,63,51,34,30,31,31,32,61,39,41,46,36,47,31,54,78,68,38,62,42,35,37,41,48,52,36,44
KA1851,44,32,24,39,47,51,41,36,34,67,57,28,29,28,28,32,37,55,48,27,46,27,29,43,34,44,38,42,49,71,71,42,70,31,37,31,49,57,17,46,35,25,43,28,31,22,44,40,62,46,47,53,35,30,38,38,32,50,27,51,30,29,40,31,29,55,32,61,25,29,28,30,33,52,34,31,60,49,38,29,44,42,27,21,26,29,27,32,41,23,42,67,39,31,25,54,57,22,77,68,68,37,43,54,31,27,36,32,28,35,31,28,42,50,44,43,44,40,32,36,44,43,35,53,58,54,53,36,54,57,56,53,33,29,46,39,52,41,50,39,31,38,52,44,38,39,55,34,42,36,50,47,35,49,60,48,40,53,40,39,30,48,50,48,31,48,49,49,58,48,49,51,53,55,30,29,29,0,29,40,57,63,56,39,46,60,62,47,36,48,69,36,63,64,37,40,66,59,33,31,41,39,50,54,34,52,45,41,35,35,36,23,28,21,23,37,60,46,50,39,67,45,35,39,66,44,36,34,34,36,47,32,24,35,31,32,70,34,46,27,47,35,36,37,35,37,33,66,30,48,40,36,25,36,35,37,62,50,35,29,30,30,31,60,38,40,45,35,46,30,53,77,67,37,61,41,34,36,40,47,51,35,43
KA1855,45,33,25,40,48,52,42,37,35,68,58,29,30,29,29,33,38,56,49,28,47,28,30,44,35,45,39,43,50,72,72,43,71,32,38,32,50,58,18,47,36,26,44,29,32,23,45,41,63,47,48,54,36,29,39,39,33,51,28,52,33,28,41,32,28,56,33,62,28,28,29,31,34,53,35,32,61,50,39,32,45,43,28,24,27,30,28,33,42,24,43,68,40,32,26,55,58,23,78,69,69,38,44,55,32,28,37,33,29,36,32,29,43,51,45,44,45,41,33,37,45,44,36,54,59,55,54,37,55,58,57,54,34,30,47,40,53,42,51,40,32,39,53,45,39,40,56,35,43,37,51,48,36,50,61,49,41,54,41,40,31,49,51,49,32,49,50,50,59,49,50,52,54,56,31,30,8,29,0,41,58,64,57,40,47,61,63,48,37,49,70,37,64,65,38,41,67,60,34,32,42,40,51,55,35,53,46,42,36,36,37,26,29,22,24,38,61,47,51,40,68,46,36,40,67,45,37,35,35,37,48,33,25,36,32,33,71,35,47,28,48,36,37,38,36,38,34,67,31,49,41,37,26,37,36,38,63,51,34,30,31,31,32,61,39,41,46,36,47,31,54,78,68,38,62,42,35,37,41,48,52,36,44
KA3718,48,36,36,35,39,43,33,28,38,71,61,40,33,32,38,42,41,59,52,23,50,23,41,53,44,54,48,52,61,75,75,52,74,27,49,43,59,61,29,50,45,37,47,40,35,34,48,44,66,50,57,57,45,42,34,34,28,60,37,55,44,41,44,41,41,59,36,65,39,41,32,40,37,56,30,23,64,41,42,43,48,34,23,35,22,25,23,28,45,19,46,71,43,27,21,58,61,18,81,72,72,41,53,58,27,23,32,28,24,39,35,32,46,54,48,35,54,32,28,32,48,47,47,57,62,46,45,32,46,61,48,45,43,41,38,49,56,17,54,43,27,42,56,36,34,43,59,30,38,32,42,39,31,41,52,40,42,57,44,43,42,52,54,52,27,52,53,53,62,52,59,55,45,47,42,41,41,40,41,0,59,65,58,11,50,62,64,51,28,52,65,40,65,66,41,36,70,61,37,35,45,43,54,46,26,56,49,45,39,39,40,37,40,33,35,49,64,50,54,43,71,37,31,31,70,40,40,26,30,40,39,36,28,31,35,44,74,30,50,19,39,31,28,33,47,41,45,70,42,52,36,40,37,40,31,41,66,54,47,31,32,32,35,64,42,44,37,39,50,34,57,81,71,41,65,45,36,32,16,43,55,39,47
KA3808,65,53,53,58,66,70,60,55,55,88,78,57,50,49,55,59,58,76,69,46,67,46,58,70,61,71,65,69,78,92,92,69,91,50,66,60,76,78,46,67,62,54,64,57,52,51,65,61,83,67,74,74,62,59,57,57,51,77,54,72,61,58,61,58,58,76,53,82,56,58,49,57,54,73,53,50,81,68,59,60,65,61,46,52,45,48,46,51,62,42,63,88,60,50,44,75,78,41,98,89,89,58,70,75,50,46,55,51,47,56,52,49,63,71,65,62,71,59,51,55,65,64,64,74,79,73,72,55,73,78,75,72,60,58,65,66,73,60,71,60,50,59,73,63,57,60,76,53,61,55,69,66,54,68,79,67,59,74,61,60,59,69,71,69,50,69,70,70,79,69,76,72,72,74,59,58,58,57,58,59,0,14,7,58,67,11,13,68,55,69,88,57,14,15,58,59,87,10,54,52,62,60,71,73,53,73,66,62,56,56,57,54,57,50,52,66,81,67,71,60,88,64,54,58,87,63,57,53,53,57,66,53,45,54,52,61,91,53,67,46,66,54,55,56,64,58,62,87,59,69,59,57,54,57,54,58,83,71,64,48,49,49,52,81,59,61,64,56,67,51,74,98,88,58,82,62,53,55,59,66,72,56,64
KA3838,71,59,59,64,72,76,66,61,61,94,84,63,56,55,61,65,64,82,75,52,73,52,64,76,67,77,71,75,84,98,98,75,97,56,72,66,82,84,52,73,68,60,70,63,58,57,71,67,89,73,80,80,68,65,63,63,57,83,60,78,67,64,67,64,64,82,59,88,62,64,55,63,60,79,57,56,87,74,65,66,71,67,52,58,51,54,52,57,68,48,69,94,66,56,50,81,84,47,104,95,95,64,76,81,56,52,61,57,53,62,58,55,69,77,71,68,77,65,57,61,71,70,70,80,85,79,78,61,79,84,81,78,66,64,71,72,79,66,77,66,56,65,79,69,63,66,82,59,67,61,75,72,60,74,85,73,65,80,67,66,65,75,77,75,56,75,76,76,85,75,82,78,78,80,65,64,64,63,64,65,14,0,13,64,73,17,3,74,61,75,94,63,4,3,64,65,93,16,60,58,68,66,77,79,59,79,72,68,62,62,63,60,63,56,58,72,87,73,77,66,94,70,60,64,93,69,63,59,59,63,72,59,51,60,58,67,97,59,73,52,72,60,61,62,70,64,68,93,65,75,65,63,60,63,60,64,89,77,70,54,55,55,58,87,65,67,70,62,73,57,80,104,94,64,88,68,59,61,65,72,78,62,70
KA3859,64,52,52,57,65,69,59,54,54,87,77,56,49,48,54,58,57,75,68,45,66,45,57,69,60,70,64,68,77,91,91,68,90,49,65,59,75,77,45,66,61,53,63,56,51,50,64,60,82,66,73,73,61,58,56,56,50,76,53,71,60,57,60,57,57,75,52,81,55,57,48,56,53,72,52,49,80,67,58,59,64,60,45,51,44,47,45,50,61,41,62,87,59,49,43,74,77,40,97,88,88,57,69,74,49,45,54,50,46,55,51,48,62,70,64,61,70,58,50,54,64,63,63,73,78,72,71,54,72,77,74,71,59,57,64,65,72,59,70,59,49,58,72,62,56,59,75,52,60,54,68,65,53,67,78,66,58,73,60,59,58,68,70,68,49,68,69,69,78,68,75,71,71,73,58,57,57,56,57,58,7,13,0,57,66,10,12,67,54,68,87,56,13,14,57,58,86,7,53,51,61,59,70,72,52,72,65,61,55,55,56,53,56,49,51,65,80,66,70,59,87,63,53,57,86,62,56,52,52,56,65,52,44,53,51,60,90,52,66,45,65,53,54,55,63,57,61,86,58,68,58,56,53,56,53,57,82,70,63,47,48,48,51,80,58,60,63,55,66,50,73,97,87,57,81,61,52,54,58,65,71,55,63
KA3870,47,35,35,34,38,42,32,27,37,70,60,39,32,31,37,41,40,58,51,22,49,22,40,52,43,53,47,51,60,74,74,51,73,26,48,42,58,60,28,49,44,36,46,39,34,33,47,43,65,49,56,56,44,41,33,33,27,59,36,54,43,40,43,40,40,58,35,64,38,40,31,39,36,55,29,22,63,40,41,42,47,33,22,34,21,24,22,27,44,18,45,70,42,26,20,57,60,17,80,71,71,40,52,57,26,22,31,27,23,38,34,31,45,53,47,34,53,31,27,31,47,46,46,56,61,45,44,31,45,60,47,44,42,40,37,48,55,16,53,42,26,41,55,35,33,42,58,29,37,31,41,38,30,40,51,39,41,56,43,42,41,51,53,51,26,51,52,52,61,51,58,54,44,46,41,40,40,39,40,11,58,64,57,0,49,61,63,50,27,51,64,39,64,65,40,35,69,60,36,34,44,42,53,45,25,55,48,44,38,38,39,36,39,32,34,48,63,49,53,42,70,36,30,30,69,39,39,25,29,39,38,35,27,30,34,43,73,29,49,18,38,30,27,32,46,40,44,69,41,51,35,39,36,39,30,40,65,53,46,30,31,31,34,63,41,43,36,38,49,33,56,80,70,40,64,44,35,31,15,42,54,38,46
KA3909,44,32,42,49,57,61,51,46,34,73,65,46,29,28,44,48,37,59,52,37,50,37,47,59,50,60,54,58,67,77,77,58,78,41,55,49,65,63,35,52,51,43,51,46,41,40,54,40,70,46,63,63,51,48,48,48,42,66,43,51,50,47,40,47,47,61,32,69,45,47,28,46,33,56,44,41,70,59,38,49,44,52,37,41,36,39,37,42,45,33,46,73,43,41,35,64,67,32,81,76,74,37,59,64,41,37,46,42,38,35,31,28,46,60,54,53,60,50,42,46,52,51,53,59,68,64,63,46,64,63,66,63,49,47,56,55,62,51,56,39,41,38,56,54,48,39,63,44,52,46,60,57,45,59,70,58,50,63,50,49,48,40,50,40,41,54,57,57,66,56,65,59,63,65,48,47,47,46,47,50,67,73,66,49,0,70,72,55,46,54,79,36,73,74,37,50,76,69,43,41,41,39,50,64,44,44,45,41,35,35,46,43,46,39,41,55,70,54,56,49,73,55,45,49,72,54,36,44,44,36,57,32,24,45,31,50,78,44,52,37,57,45,46,47,53,43,51,76,48,54,50,36,43,36,45,37,68,50,53,39,40,40,31,70,38,40,55,35,52,30,59,83,75,37,71,41,44,46,50,57,59,35,51
KA3977,68,56,56,61,69,73,63,58,58,91,81,60,53,52,58,62,61,79,72,49,70,49,61,73,64,74,68,72,81,95,95,72,94,53,69,63,79,81,49,70,65,57,67,60,55,54,68,64,86,70,77,77,65,62,60,60,54,80,57,75,64,61,64,61,61,79,56,85,59,61,52,60,57,76,56,53,84,71,62,63,68,64,49,55,48,51,49,54,65,45,66,91,63,53,47,78,81,44,101,92,92,61,73,78,53,49,58,54,50,59,55,52,66,74,68,65,74,62,54,58,68,67,67,77,82,76,75,58,76,81,78,75,63,61,68,69,76,63,74,63,53,62,76,66,60,63,79,56,64,58,72,69,57,71,82,70,62,77,64,63,62,72,74,72,53,72,73,73,82,72,79,75,75,77,62,61,61,60,61,62,11,17,10,61,70,0,16,71,58,72,91,60,17,18,61,62,90,13,57,55,65,63,74,76,56,76,69,65,59,59,60,57,60,53,55,69,84,70,74,63,91,67,57,61,90,66,60,56,56,60,69,56,48,57,55,64,94,56,70,49,69,57,58,59,67,61,65,90,62,72,62,60,57,60,57,61,86,74,67,51,52,52,55,84,62,64,67,59,70,54,77,101,91,61,85,65,56,58,62,69,75,59,67
